"actor_1_facebook_likes","actor_2_facebook_likes","actor_3_facebook_likes","cast_total_facebook_likes","director_facebook_likes","movie_facebook_likes"
963,465,371,2054,128,32000
405,194,122,914,0,0
629,561,504,2730,0,0
1000,188,135,1531,33,0
971,329,281,2043,166,29000
654,416,78,1306,76,0
49000,989,933,52138,132,0
137000,1000,1000,140268,66,0
17000,527,451,18765,0,0
1000,1000,826,5006,4,243
995,729,722,6105,58,0
227,94,84,534,53,0
6000,1000,834,9125,258,0
4000,1000,898,7072,278,0
28,9,8,52,4,0
8000,1000,733,10565,131,93000
13000,940,599,14890,131,0
3000,966,555,5592,0,0
452,122,79,729,287,902
347,301,282,1254,192,0
1000,939,898,6091,NA,31000
1000,482,322,2376,350,37000
975,931,805,2944,57,549
1000,837,801,4659,76,0
836,826,717,3963,20,0
733,558,376,2753,14,0
873,691,581,3646,17,151
1000,844,622,3798,729,28000
1000,851,580,3931,226,0
833,626,611,4551,25,371
9000,786,390,10575,655,0
26000,725,501,28767,83,0
1000,560,324,2939,3,439
1000,849,604,3250,98,242
988,826,696,3906,43,0
11000,536,471,12274,438,0
1000,230,85,1456,30,1000
19000,14000,1000,34700,73,0
362,21,18,469,249,11000
529,526,503,2393,32,507
565,555,171,1595,628,105000
755,483,4,1244,611,0
664,591,360,2440,27,0
452,328,265,1819,16,0
436,223,192,1141,67,0
931,744,654,3848,25,262
1000,1000,968,4755,216,1000
957,925,783,3535,378,650
537,255,99,943,11000,652
433,398,316,1291,708,0
525,281,251,1445,7,0
873,680,599,4497,0,251
1000,65,48,1171,319,656
812,580,103,1540,115,0
5000,1000,794,7166,40,305
629,398,74,1173,584,7000
3000,642,212,4277,55,135
769,692,611,2543,61,0
21000,569,442,22577,20,0
211,98,70,456,667,29000
1000,165,77,1292,0,677
3000,1000,520,5074,0,27000
878,643,576,2378,0,0
60,46,18,141,60,314
706,442,393,1579,19,0
845,327,289,1554,277,0
865,685,403,2126,0,0
693,534,146,1373,94,423
941,754,745,3099,0,88
797,474,350,2073,26,1000
967,830,820,3878,759,0
662,345,289,1952,7,0
9,2,0,11,45,607
13000,883,865,17417,18,458
9,4,3,18,611,784
686,327,280,1501,165,0
52,32,3,91,14,0
17000,523,183,17883,12,26000
970,618,188,1854,0,211
84,33,16,164,7,0
567,111,18,708,212,0
181,168,42,433,76,13000
1000,445,247,2059,0,26000
399,116,79,663,130,23000
26000,11000,1000,39175,0,27000
551,85,84,895,49,634
969,886,426,2987,52,0
15,6,4,30,0,355
680,544,388,1780,2,443
215,27,2,244,3,4
767,281,233,2053,287,14000
11000,1000,504,13485,0,33000
22000,851,411,24063,11,11000
597,396,382,1966,767,7000
585,68,14,679,335,0
755,734,632,3507,197,0
23000,238,141,23811,737,36000
608,362,218,1853,79,641
886,655,633,3280,36,7000
17000,1000,602,20466,15,15000
84,37,32,179,53,774
1000,854,808,3435,42,0
785,692,621,3135,32,0
991,465,328,2562,541,0
683,548,488,2436,163,19000
276,258,191,903,0,0
4000,656,637,6223,16,0
723,651,647,3101,52,0
1000,898,842,3931,0,0
664,551,549,3376,107,0
584,580,532,3850,5,365
636,330,298,1852,0,541
13000,595,279,14735,278,745
425,394,225,1661,365,902
838,55,54,995,34,36000
385,293,111,1104,0,0
799,711,651,4291,2,0
8000,723,553,10982,71,671
358,156,123,1114,0,13000
1000,660,443,2729,5,449
11000,472,303,12237,0,5000
16000,638,553,17866,64,34000
14000,1000,812,17490,386,0
901,888,795,3913,0,10000
960,448,424,2415,4,405
40000,29000,472,69746,529,14000
866,147,109,1281,10,0
979,594,579,3133,608,0
658,463,183,1559,18,550
1000,979,787,3072,300,174
3000,275,272,4082,1000,26000
1000,835,697,3300,596,0
14000,163,40,14281,8,967
338,275,104,800,58,608
14000,12000,776,28004,0,0
60,35,22,150,238,0
887,770,723,3876,365,11000
845,641,405,3117,17,0
3000,723,357,5286,43,0
917,545,199,1827,4,85
142,79,19,248,15,18000
172,71,48,378,10,302
8000,1000,860,10822,160,659
893,692,327,2640,32,646
805,766,507,2271,7,0
541,451,132,1228,57,1000
273,117,73,727,0,24000
861,725,548,2811,14000,34000
17000,1000,499,20312,21,1000
882,450,194,1554,4,392
665,446,327,2272,11,119
381,102,44,592,NA,0
564,154,119,1121,0,250
482,362,258,1526,58,411
639,377,280,1807,0,0
68,29,24,175,7,0
49000,13000,893,63710,835,31000
14000,12000,571,27660,29,0
723,651,482,3189,163,0
13000,11000,901,27378,425,0
4000,464,229,5270,235,0
798,465,393,2480,65,0
23000,1000,1000,28734,7,0
939,906,736,3276,304,12000
723,651,448,3492,163,0
494,392,368,2013,13,0
1000,907,685,5264,0,676
10000,970,638,11895,17000,0
726,249,196,1554,19,0
633,613,577,3362,65,0
4000,1000,634,7461,70,4000
11000,503,491,13162,221,0
1000,322,270,1982,108,0
18000,769,730,20795,65,0
695,275,139,1593,82,0
1000,400,186,1898,108,48000
759,563,345,2197,6,227
794,531,60,1529,750,0
1000,745,581,3192,73,0
4000,334,130,4687,19,20000
2000,904,816,5628,66,16000
723,706,615,3712,7,981
852,542,482,2426,482,29000
854,841,619,3394,78,0
535,211,120,1109,32,0
904,715,617,2807,6,0
13000,1000,769,16693,0,10000
931,797,73,1917,7,744
745,730,257,1954,287,0
623,472,466,2484,9,0
851,543,534,3190,322,368
931,855,782,3819,21,720
1000,809,534,4441,27,0
982,945,678,4259,4,0
10000,919,699,12097,0,10000
3000,424,190,3691,38,21000
1000,278,275,2013,0,0
1000,412,220,2403,11,13000
1000,876,706,5804,70,0
690,533,448,2402,9,0
14000,537,242,15251,58,15000
11000,912,718,12946,500,683
556,475,338,2149,5,331
371,324,53,857,17,0
2000,918,826,7552,92,997
13000,933,766,15716,0,5000
929,927,861,3679,25,13000
220,186,111,583,108,21000
918,624,558,3317,22,851
1000,962,804,4789,15,767
18000,269,203,19065,0,720
176,67,39,361,176,0
651,610,536,3119,31,11000
2000,683,648,3416,36,0
2000,926,695,6296,394,680
258,218,45,571,164,328
11000,1000,820,13960,337,27000
655,651,307,2737,134,441
773,734,547,2787,293,0
839,700,503,3973,23,0
1000,811,636,3752,14,227
13000,2000,918,17204,64,17000
3000,497,442,4053,47,808
962,826,582,3871,28,1000
1000,562,458,3215,0,15000
772,232,30,1058,2,1000
15000,4000,869,22485,13,0
989,939,759,3462,406,16000
4000,980,551,6388,31,0
11000,430,309,12418,13000,20000
4000,796,711,6046,532,0
7000,2000,2000,13626,18,0
537,376,298,1856,0,0
1000,622,472,2618,434,0
460,372,250,1334,350,0
20000,14000,3000,41059,0,25000
40000,11000,3000,55175,207,25000
939,702,655,3651,4,518
7000,353,172,7747,63,25000
1000,939,727,4769,44,0
1000,722,476,2198,NA,0
1000,816,602,3858,194,35000
1000,581,444,3818,87,14000
886,808,719,5139,0,49
24,3,2,29,63,0
874,262,201,1351,0,0
12000,11000,934,26961,9,398
628,497,322,2061,0,0
427,269,231,1022,0,0
753,695,378,2791,13,425
1000,837,664,3745,57,0
719,405,401,2446,49,0
23000,342,294,24270,0,0
14000,3000,970,18712,102,0
2000,616,581,3374,157,0
144,110,72,474,64,0
823,759,699,5262,60,0
10000,721,541,13160,34,561
402,296,132,1335,0,944
3000,912,911,5732,549,18000
902,576,553,2735,25,345
754,324,311,1891,4,208
634,436,400,2673,108,0
982,503,269,2603,105,0
1000,975,851,4266,0,1000
533,35,4,578,4,10000
902,488,249,2079,76,106
6000,139,64,6322,387,0
749,252,221,2214,129,0
530,387,258,1381,0,0
14000,1000,826,17665,3,242
16000,11000,1000,29177,41,0
11000,11000,683,23187,34,20000
20,3,2,25,NA,0
307,200,45,616,53,533
975,537,503,3059,0,795
11000,414,251,11853,607,12000
2000,989,688,4607,17,0
22000,893,232,23513,23,0
966,799,622,3307,0,319
20000,329,20,20364,0,0
816,623,54,1585,0,74
990,711,119,2006,0,725
603,175,91,988,0,883
478,83,51,700,0,0
787,96,0,883,787,952
678,541,28,1256,324,33
374,362,241,1283,593,5000
837,130,34,1019,163,85
18000,451,131,18652,0,12000
374,181,83,768,24,345
893,798,428,3049,302,117
49000,640,334,50542,800,0
798,769,345,2217,76,0
1000,922,885,5761,216,661
17000,793,146,18236,26,0
16000,542,421,17469,3,321
665,664,553,4579,11,503
78,61,36,221,21,874
962,545,499,3465,53,0
795,474,385,2655,71,89
12000,3000,875,16118,7,370
806,690,617,3124,0,1000
1000,893,495,3146,8,546
835,632,422,2519,50,58
147,52,51,285,93,0
706,405,240,1936,7,402
906,848,611,4725,7,160
439,161,102,940,275,0
122,109,72,375,10,0
11000,826,742,14656,0,376
298,258,126,934,71,509
485,152,111,964,8,0
5000,2000,415,7637,13,0
1000,618,196,2259,0,186
30000,744,520,31325,261,589
63,10,5,81,4,1000
1000,891,95,2227,98,695
1000,898,711,3937,110,486
183,136,46,428,24,746
670,608,482,2739,5,119
398,149,7,569,419,0
1000,948,899,4686,36,0
764,716,499,2876,3,850
17000,985,452,18983,99,0
786,228,195,1674,0,957
723,706,525,3939,41,0
4000,4000,262,9432,9,0
742,462,244,2127,43,0
31000,1000,1000,35634,7,1000
678,432,319,1557,0,33000
1000,887,770,3827,17,616
557,290,200,1702,6,898
924,898,760,4109,176,0
148,114,82,448,0,0
187,176,123,646,0,0
33000,947,327,34398,100,0
21000,1000,1000,23962,12,0
826,476,129,1586,43,0
594,412,303,1836,116,0
10000,4000,844,15835,3000,50000
509,446,110,1248,25,10000
8000,3000,1000,13762,147,12000
1000,581,513,2524,0,23000
383,371,177,1094,365,0
17000,908,741,21711,50,0
402,343,51,934,278,0
244,189,177,1164,92,0
14000,383,123,15014,33,0
580,26,16,662,798,0
890,851,685,3661,473,0
1000,886,862,5420,92,0
311,189,118,760,85,0
909,203,184,1633,909,0
2000,971,908,6807,65,15000
3000,683,407,4409,0,580
982,729,587,3114,8,0
12000,10000,883,25660,37,1000
14000,826,701,17336,46,0
392,249,199,845,644,0
607,318,179,1611,17,0
911,150,127,1345,2,266
591,520,130,1341,0,0
22000,929,338,23770,84,0
591,579,571,2851,17,419
187,127,35,358,188,1000
1000,710,471,2478,23,838
4000,248,219,4908,157,0
970,906,633,3824,6,0
177,170,140,639,NA,748
1000,300,297,1991,12,0
702,616,261,2007,49,313
745,591,316,1721,38,215
1000,1000,611,3767,26,1000
23000,776,277,24102,162,0
45,5,0,50,43,0
2000,892,748,4617,64,0
7,6,6,32,6,124
982,602,433,2942,930,375
186,41,5,253,0,348
149,44,25,251,608,484
679,537,204,1426,3,0
185,62,18,299,11,135
22000,1000,558,24154,8,0
573,197,104,1098,28,0
922,374,230,1835,0,128
10000,281,35,10369,11,0
963,168,98,1375,25,120
4000,931,664,6426,6,3000
442,162,93,822,4,0
722,212,151,1254,4,0
1000,900,327,2310,3,458
174,109,59,498,8,0
580,236,68,1129,236,0
4000,922,896,6954,8,0
668,296,265,1484,NA,2000
2000,368,305,2802,3,0
967,847,673,4458,541,19000
12000,628,175,13172,108,0
563,236,122,1097,43,1000
3000,1000,1000,8097,68,0
949,178,170,1510,35,0
35,6,3,47,8,278
2000,841,133,3516,729,0
579,405,341,1637,300,0
35000,966,429,36892,17,8000
736,218,202,1854,170,0
1000,907,559,3164,14,0
28,15,13,97,0,387
2000,552,179,3279,319,0
8000,327,81,8532,160,27000
0,NA,NA,0,78,18000
638,107,39,823,407,196
3000,687,119,4004,11,341
97,8,6,128,644,0
964,551,417,2350,0,0
668,641,225,2004,80,0
440,426,346,1373,54,1000
2000,716,636,4168,163,8000
205,197,173,808,11,467
13000,902,857,16557,16000,45000
1000,985,842,5673,21,0
15000,241,85,15554,66,65000
861,499,422,3306,422,713
354,209,195,1495,338,15000
15000,161,51,15361,2000,0
7000,150,27,7227,36,15000
217,107,107,644,0,24000
133,32,27,241,0,11000
389,363,360,1792,548,0
16000,466,459,17568,152,0
1000,886,458,3199,44,0
585,434,388,3023,0,559
23000,10000,3000,39807,129,40000
449,332,297,1534,5,0
875,826,602,2662,0,0
363,342,117,1024,19,0
484,345,213,1455,2,495
861,163,102,1279,2,240
18000,18000,591,37645,0,0
803,314,244,1769,13,0
666,579,460,4043,NA,0
969,449,112,1775,0,0
452,442,292,1760,13,0
876,801,268,2832,3,0
744,503,475,2400,33,0
24000,827,631,25792,3,0
13000,903,414,14747,79,0
23000,1000,517,25462,126,18000
15000,11000,596,27646,44,938
539,290,50,895,31,758
12000,3000,968,17524,78,0
471,277,86,858,133,638
434,265,216,1183,132,12000
15000,1000,424,16982,87,19000
851,780,582,3293,10,160
776,595,306,1761,54,0
1000,962,741,5190,18,0
1000,975,636,3502,198,125
883,826,660,3291,15,77
1000,905,417,2687,26,859
12000,898,136,13180,133,788
3000,788,648,6034,NA,18000
1000,442,0,1442,26,0
1000,579,386,2265,608,0
963,678,569,3543,341,0
1000,1000,112,2404,73,0
1000,261,168,1795,71,515
943,769,472,2786,16,20000
5000,629,594,7692,13,0
14000,1000,291,15848,14,429
1000,273,200,1610,23,0
977,649,249,2413,136,79
61,5,4,75,45,11000
480,12,7,517,109,43000
2000,844,710,3921,12,412
480,257,209,1234,30,226
3000,2000,844,6343,0,434
21000,18000,1000,41645,200,494
735,306,227,1378,2,75
553,177,33,786,8,0
8000,489,399,9608,387,143
10000,692,405,11770,36,0
905,513,448,3185,3,3000
27000,698,427,29196,NA,0
954,551,463,2512,53,294
947,526,488,2572,346,532
144,63,47,326,43,675
6,5,4,28,78,0
23000,10000,1000,37457,17,0
413,265,23,733,2,520
31000,920,600,33858,2,438
163,20,11,219,29,81
186,119,112,619,21,0
502,206,189,1546,78,205
844,521,15,1389,341,0
1000,524,376,2284,16,0
848,643,26,1526,73,999
981,505,391,2741,155,689
11000,509,325,12619,78,3000
1000,1000,890,4737,88,508
186,147,36,407,7,0
10000,154,40,10218,2,2000
24000,829,88,25092,655,0
1000,683,658,4707,0,0
3000,766,221,4198,92,12000
827,545,161,1871,14,1000
584,552,518,2024,62,345
673,466,147,1442,248,1000
611,329,280,1834,329,0
834,749,742,4091,18,140
373,266,249,1233,0,31
24000,15000,968,41867,406,0
12000,844,844,15396,119,655
71,59,59,262,27,26
631,163,158,1176,187,0
5000,659,447,7206,22,223
3000,415,373,4370,127,0
262,65,36,409,20,389
532,249,60,902,5,108
963,545,106,1754,10,14000
844,708,664,4099,287,0
287,150,93,635,23,25000
18000,860,500,19879,0,0
788,698,641,2486,12,0
24000,11000,4000,46055,0,0
488,488,440,2428,0,129
24000,3000,973,28817,655,10000
294,284,96,835,249,0
244,177,175,1105,82,0
14000,10000,3000,28122,0,43000
225,174,92,791,213,0
23000,17000,11000,54075,464,40000
1000,18,11,1051,319,0
17000,15000,11000,46646,0,54000
1000,970,82,2212,474,2000
581,547,189,1865,82,0
1000,934,430,2515,13,0
16000,109,61,16289,20,0
1000,912,826,5959,70,0
29000,509,76,29769,1000,115000
21000,650,566,22745,0,0
22000,68,27,22140,152,0
16000,12000,4000,33758,0,0
4000,1000,1000,19949,NA,61000
1000,659,440,2951,23,0
16000,387,244,17611,82,2000
1000,841,794,5282,22,978
513,239,159,1379,197,10000
13000,366,69,13448,0,407
971,479,270,2517,14,0
718,524,380,2240,737,824
1000,649,597,3544,0,0
4000,3000,970,7970,NA,6000
637,256,190,1342,44,23000
1000,865,826,4837,48,375
883,563,393,2039,0,80000
1000,340,303,2444,0,0
246,29,23,345,0,44
816,105,98,1120,1000,10000
13000,3000,970,19330,11,0
687,554,304,1990,49,0
893,664,658,3110,107,0
14000,343,292,14816,192,16000
883,618,159,1934,17000,0
761,412,407,2018,30,0
729,579,397,2321,98,0
116,93,46,312,176,0
692,585,442,3128,70,446
206,192,38,493,6,0
787,485,346,2352,NA,0
11000,43,35,11116,7,650
10000,794,652,12051,NA,0
8000,860,397,9984,147,2000
1000,518,501,2158,342,0
490,259,224,1136,157,0
655,476,359,1906,0,157
783,658,617,2684,261,357
4000,787,628,6526,60,3000
3000,294,77,3547,159,38000
2000,627,149,2909,0,962
1000,690,455,2589,2,797
10000,422,172,11059,161,168
6000,941,798,8876,127,0
963,750,375,2209,6,122
106,54,39,215,8,0
227,218,106,684,0,0
756,216,184,1417,10,0
1000,788,611,5213,43,724
23000,20000,973,44969,58,19000
554,524,13,1105,47,0
13000,0,NA,13000,835,0
766,358,52,1251,5,97
7000,1000,935,9660,6,0
474,403,281,2029,30,916
4,4,0,8,23,1000
26000,854,410,27756,0,694
876,838,530,2544,554,311
12000,333,184,12680,78,16000
91,82,4,198,4,55
1000,844,507,3150,0,0
99,62,26,218,0,453
122,35,29,236,24,41
16000,455,240,17209,16000,0
878,847,687,4334,49,389
14000,1000,787,18643,0,10000
755,632,578,3009,197,586
149,147,63,414,16,187
15000,725,493,17377,0,0
177,66,36,333,4,687
710,697,436,2119,3,1000
240,83,83,490,0,413
34000,924,261,35717,13,10000
131,66,58,343,777,37000
60,29,11,132,125,282
1000,418,415,2728,11,663
585,39,15,666,294,11000
1000,421,300,2323,40,45000
46,46,38,225,3,479
27,26,15,106,309,0
699,63,51,936,7,0
804,167,146,1285,0,337
754,567,517,2442,0,0
876,827,689,4840,208,391
900,563,376,2475,218,0
435,230,180,1140,132,515
116,112,45,394,338,0
730,461,91,1405,38,342
56,36,8,105,11,802
13000,898,726,15230,0,23000
27000,594,466,29277,905,0
1000,373,266,1942,0,19
10000,918,782,13180,129,12000
18000,986,874,21107,15,1000
844,2,0,846,19,260
12000,712,706,14462,38,0
1000,433,368,1904,9,830
845,631,471,2614,210,13000
2000,663,255,3582,0,13000
65,51,43,200,31,11000
1000,54,27,1163,0,0
431,426,358,2020,228,0
18,9,5,39,NA,0
1000,898,781,3254,0,0
1000,944,898,5127,116,13000
40000,854,576,42028,0,9000
503,328,282,1448,909,0
640,566,399,2169,131,0
382,279,266,2045,55,0
2000,553,535,5122,0,0
1000,1000,447,3175,153,0
804,271,249,1802,34,0
13000,573,484,14921,11000,0
3000,685,578,6419,10,478
865,405,328,2724,44,990
18000,979,574,20821,0,28000
321,101,92,584,81,1000
16000,876,583,19341,12,0
1000,245,120,1582,0,10000
469,436,332,2037,54,403
957,925,658,4611,378,0
742,602,381,2270,0,0
413,282,182,1284,0,624
555,484,405,1752,0,256
472,155,64,773,472,355
658,378,345,1660,378,0
8000,960,658,10430,80,0
1000,888,502,4528,NA,11000
711,427,161,1462,29,0
1000,475,360,3221,38,985
1000,149,25,1184,162,0
742,256,120,1308,2,926
11000,106,84,11328,0,15000
844,0,NA,844,0,28
697,394,221,1517,0,0
1000,744,612,2697,112,0
24000,14000,10000,51355,49,21000
8000,806,546,10123,4,9000
3000,591,130,3825,20,0
3000,482,28,3569,51,17000
1000,1000,664,4484,0,422
4000,899,826,7103,0,0
1000,497,286,2103,39,915
373,308,263,1831,138,985
17000,1000,379,18947,0,0
4000,812,353,5668,3,901
937,828,724,3318,NA,0
263,261,179,993,263,0
97,91,82,382,23,0
397,77,34,546,10,84
4000,3000,491,8297,53,0
244,230,15,489,8,289
944,257,152,1407,5,29
682,288,242,2379,541,0
976,617,362,2748,129,0
187,34,20,297,735,643
631,104,53,841,159,605
721,514,284,2000,0,125
767,529,316,2370,11,0
173,67,27,282,324,52
1000,943,71,2163,19,0
974,595,451,2430,61,0
596,206,90,1081,781,224
773,766,419,2440,11,30
11000,949,898,15604,160,733
11000,826,499,14599,0,850
103,2,0,105,194,570
861,618,407,2200,9,0
636,472,259,2152,17,176
592,521,99,1227,2,275
16000,10000,874,27575,24,0
933,767,130,1940,24,1000
848,816,787,3469,58,0
805,432,334,2563,NA,0
391,20,15,477,0,0
809,447,269,1858,82,0
11000,485,444,12772,4,0
33000,455,400,34605,58,0
163,20,19,219,12,0
2000,2000,1000,6569,139,0
343,94,28,502,287,0
978,323,57,1443,0,543
778,635,380,2205,64,0
722,338,136,1477,0,109
229,223,220,1239,NA,0
883,528,397,2201,98,0
688,659,501,2584,407,160
592,378,255,2000,17,244
634,284,61,1065,2,365
37,9,6,73,57,4000
25,11,10,72,12,277
1000,559,417,2387,131,0
368,303,249,1651,46,0
907,637,476,2723,0,0
509,294,35,888,96,0
23000,19000,694,44265,23000,33000
16000,742,258,17599,16000,0
19000,12000,722,34106,72,5000
14000,1000,548,16768,14,0
113,110,60,396,14,438
517,86,57,745,25,0
636,210,71,1033,9,352
715,436,93,1315,10,1000
782,652,388,2892,0,0
4000,902,781,6776,56,113
232,67,36,391,592,0
56,46,9,118,929,13000
31,17,16,81,17,543
397,227,199,1519,85,0
934,697,290,2030,4,679
472,39,38,561,3,1000
4000,543,139,4883,136,915
5000,680,222,6111,222,484
286,52,27,385,77,23000
796,567,114,1832,4,11000
393,259,149,955,12,989
631,0,0,631,440,0
208,191,32,454,82,0
374,282,47,787,4,421
852,618,482,2975,0,35000
1000,654,651,4134,163,0
14000,338,82,14504,16,33000
608,362,218,1770,79,0
2000,509,300,3344,26,0
581,438,434,2371,24,24000
852,707,704,5056,10,18000
506,449,150,1584,55,0
1000,562,458,3215,0,15000
399,89,83,688,399,14000
235,119,113,799,24,26000
726,422,275,1920,28,0
462,278,80,971,688,620
40000,618,581,42002,54,963
9000,844,592,11736,260,0
617,53,51,799,130,0
510,358,332,2161,52,10000
12000,754,452,13864,0,9000
11000,3000,896,17738,212,65000
10000,830,801,11771,26,0
716,651,379,1997,22000,40000
972,407,202,2071,59,23000
1000,898,657,2990,0,0
838,203,34,1122,335,0
7000,468,424,8375,214,22000
901,413,287,2523,0,232
492,155,75,854,18,0
2000,804,73,2908,0,122
205,130,77,428,3000,1000
977,485,157,2014,24,0
11000,3000,1000,15710,37,11000
882,845,388,2410,81,0
1000,597,498,2868,0,575
1000,200,161,1410,66,14000
1000,694,467,2840,23,0
2000,434,426,3843,148,599
17000,2000,423,19673,25,45000
535,440,422,2112,345,376
13000,970,142,14306,6,0
935,120,65,1327,6,1000
567,312,249,1495,38,5000
11000,892,192,12306,520,25000
742,152,141,1227,13,0
269,43,19,361,0,0
605,427,358,1686,1000,19000
1000,984,664,4856,7,562
11000,189,111,11400,407,0
742,120,101,1136,27,0
690,190,85,1160,17,0
801,796,551,2943,272,0
926,400,268,2383,8,0
520,270,205,1520,17,0
968,934,260,2528,19,0
155,78,13,259,66,16000
21000,982,826,23714,152,0
746,333,70,1332,54,270
729,706,355,2848,89,11000
849,578,409,2269,1000,738
998,164,99,1284,57,213
927,509,503,3552,23,740
93,45,44,315,99,207
3000,835,797,5668,12,0
150,28,21,253,66,0
559,249,136,1199,44,672
847,591,560,3004,23,327
11000,794,576,13591,82,729
859,448,448,3942,3,0
2000,936,556,5202,4,0
1000,778,572,2691,84,462
973,423,392,2589,0,10000
4000,585,334,5245,4000,393
18000,572,372,19404,0,47000
2000,847,701,5900,7,249
55,0,0,55,0,89
990,900,395,2820,460,920
186,135,32,416,22,0
25000,579,39,25676,19,0
922,162,83,1324,3,323
14000,433,88,14574,0,0
4000,849,473,6617,35,0
8000,981,939,10517,7,0
624,385,102,1209,52,507
23000,1000,360,24994,122,21000
722,280,145,1201,261,247
10000,963,688,12897,52,13000
967,289,192,1582,263,0
3000,971,600,5185,13,0
727,442,233,1836,57,10000
740,625,276,1665,0,255
578,435,361,3382,0,0
387,96,65,648,0,0
10000,1000,977,13718,18000,225
75,45,14,172,0,133
6,0,0,6,239,489
311,59,51,498,0,274
948,779,440,2958,27,49000
3000,1000,940,4987,6,777
197,116,100,538,5,44
1000,697,697,3207,204,69
889,680,383,2984,3,174
432,309,99,1010,0,27000
343,29,15,408,0,559
811,522,227,1789,34,40
1000,1000,904,5203,NA,634
46,21,14,117,110,0
331,93,78,526,57,0
570,337,141,1258,46,639
866,738,686,3724,65,887
3000,2000,854,10727,799,419
695,617,483,3217,0,38
1000,922,816,4092,NA,0
745,508,394,1986,0,0
979,732,388,2509,0,165
989,970,541,3514,7,0
708,699,601,3059,49,58
12000,316,179,12676,261,0
1000,266,126,1681,3,190
1000,849,826,5191,0,2000
975,900,723,4991,3,35
784,763,668,3021,14,49
40000,3000,1000,46115,0,0
741,615,538,2849,20,0
61,12,4,92,44,1000
595,486,269,1519,766,0
3000,324,263,3967,0,0
874,579,537,2363,58,10000
1000,1000,581,2990,0,0
1000,887,427,3690,187,750
982,463,41,1520,337,14000
968,733,339,2545,7,0
10000,838,621,11703,16,864
927,833,316,2469,0,0
237,28,14,302,365,0
773,476,372,2409,541,0
33000,1000,428,34779,0,30000
226,40,20,286,0,11
571,345,329,2006,20,491
5,0,0,5,0,2
18000,66,16,18105,11,2000
584,580,413,2668,0,31
74,52,9,143,3,0
943,480,140,1795,4,199
13000,1000,577,15093,4,0
109,10,3,122,0,285
801,760,542,3113,37,0
1000,511,83,1662,116,0
1000,398,239,1862,179,0
1000,901,811,5002,143,0
232,169,68,588,1000,0
22000,3000,346,26050,0,0
562,560,298,1587,NA,2000
3000,441,126,3668,0,2000
1000,1000,167,2235,0,38000
188,135,37,496,9,501
341,26,4,371,98,539
854,652,491,2762,0,1000
589,416,402,2705,10,0
15000,933,701,17040,219,33000
274,154,122,793,5,0
25,20,3,48,4,689
835,601,391,2110,68,3000
1000,887,844,5041,377,0
717,126,38,907,0,4000
24,12,9,53,0,0
26000,1000,798,29325,0,0
155,96,76,398,143,528
820,356,327,1950,3,0
129,2,0,131,187,0
14000,1000,329,15860,0,7000
327,82,62,496,0,62
888,721,425,2176,869,32000
19000,570,212,20397,358,224
898,842,753,2951,0,629
85,26,12,151,6,10000
662,517,505,2667,NA,0
2000,298,261,3089,249,0
2000,1000,422,4810,63,0
1000,146,100,1291,143,0
309,254,93,857,79,0
446,20,8,497,51,0
464,374,106,1045,12,504
29,9,7,61,0,2000
20000,559,394,21404,456,24000
755,632,578,2553,197,0
1000,557,551,3026,NA,0
471,232,130,938,23,61
114,28,16,206,335,0
1000,530,327,2412,277,0
110,95,95,582,84,0
648,529,231,1951,0,0
125,108,56,403,0,0
19000,13000,11,32015,0,17000
11000,636,629,12691,11000,0
232,178,132,825,309,625
23000,892,748,26489,0,51000
13000,595,80,13707,395,0
584,430,428,1885,9,22000
12000,898,687,14823,81,0
707,619,555,2634,2,0
431,426,358,2020,228,0
597,222,116,1218,0,661
3000,465,326,4807,357,8000
746,119,69,986,82,283
14000,3000,712,18645,450,16000
355,151,133,837,0,27000
773,742,145,1785,120,8000
847,670,428,2649,0,2000
45000,541,400,46868,8,0
230,193,127,673,0,92000
19000,427,405,20132,11000,0
1000,658,567,2776,13000,0
522,231,69,955,69,842
939,706,585,3354,69,118
658,636,407,3086,47,762
862,403,268,1652,1000,0
49000,780,710,50831,5,576
584,246,27,1002,7,138
382,273,143,954,171,11000
986,713,511,4073,89,0
16000,977,968,19928,675,0
204,187,148,753,13000,414
812,466,242,1566,0,931
4000,975,960,7921,99,0
769,413,296,2251,30,15000
960,12,0,972,2,131
721,246,237,1966,0,816
925,729,611,3559,378,0
834,625,545,2662,24,309
497,113,90,776,131,830
730,394,71,1208,101,708
1000,947,939,4777,0,16000
420,291,161,1215,21,0
48,0,0,48,330,26000
721,576,324,1700,101,550
947,685,322,2353,19,0
1000,1000,842,3408,5,987
979,665,444,3130,60,872
2000,811,687,4343,81,111
690,227,226,1298,227,12000
12000,1000,221,13607,234,11000
419,254,159,975,13,167
10000,633,195,11083,212,314
945,774,209,2282,0,614
759,638,428,2805,8,182
623,85,69,824,45,0
617,163,67,916,0,10000
736,450,70,1403,272,132
578,29,15,643,12,108
18000,6000,748,25269,105,0
4000,575,476,5796,137,98
331,27,9,387,58,0
530,238,65,1038,53,0
254,248,218,915,NA,325
18000,759,599,20135,19,161
585,29,9,629,19,278
3000,3000,2000,10984,8,798
762,706,641,2631,7,0
686,246,150,1298,165,688
114,45,22,183,0,282
713,649,69,1541,0,0
223,11,5,242,55,657
431,12,4,457,177,279
650,536,183,1585,0,296
763,637,359,2651,21,0
399,129,35,644,18,0
